feature,coefficient,importance
everyday wear,0.15327517459186144,0.15327517459186144
everyday,0.15327517459186144,0.15327517459186144
stylish everyday,0.15327517459186144,0.15327517459186144
comfy stylish,0.15327517459186144,0.15327517459186144
wear comfy,0.15327517459186144,0.15327517459186144
awesome casual,0.15327517459186144,0.15327517459186144
casual wear,0.15327517459186144,0.15327517459186144
polo,0.15173341851178432,0.15173341851178432
material used,-0.15118912402916845,0.15118912402916845
fit loose,-0.15118912402916845,0.15118912402916845
cheap material,-0.15118912402916845,0.15118912402916845
used uncomfortable,-0.15118912402916845,0.15118912402916845
used,-0.15118912402916845,0.15118912402916845
fabric extremely,-0.1471637237906347,0.1471637237906347
perfectly face,0.14658958123824797,0.14658958123824797
face,0.14658958123824797,0.14658958123824797
build fit,0.14658958123824797,0.14658958123824797
sunglass premium,0.14658958123824797,0.14658958123824797
premium build,0.14658958123824797,0.14658958123824797
superb sunglass,0.14658958123824797,0.14658958123824797
clean fit,0.14519585984743325,0.14519585984743325
fit stylish,0.14519585984743325,0.14519585984743325
stylish look,0.14519585984743325,0.14519585984743325
soft material,0.14519585984743325,0.14519585984743325
look soft,0.14519585984743325,0.14519585984743325
purchase clean,0.14519585984743325,0.14519585984743325
outstanding purchase,0.14519585984743325,0.14519585984743325
premium texture,0.14513823528002942,0.14513823528002942
recommend excellent,0.14513823528002942,0.14513823528002942
texture fit,0.14513823528002942,0.14513823528002942
made cheap,-0.14473935901713522,0.14473935901713522
aviator frame,-0.14473935901713522,0.14473935901713522
terrible aviator,-0.14473935901713522,0.14473935901713522
easily,-0.14473935901713522,0.14473935901713522
frame made,-0.14473935901713522,0.14473935901713522
broke easily,-0.14473935901713522,0.14473935901713522
plastic broke,-0.14473935901713522,0.14473935901713522
recommend brand,0.14445746324993874,0.14445746324993874
excellent value,0.14445746324993874,0.14445746324993874
amazing fit,0.14445746324993874,0.14445746324993874
value money,0.14445746324993874,0.14445746324993874
brand amazing,0.14445746324993874,0.14445746324993874
brand,0.14445746324993874,0.14445746324993874
fit excellent,0.14445746324993874,0.14445746324993874
value dull,-0.142676297651901,0.142676297651901
horrible value,-0.142676297651901,0.142676297651901
color look,-0.142676297651901,0.142676297651901
cheap shrank,-0.142676297651901,0.142676297651901
warm,0.13115598921862104,0.13115598921862104
fabric fit,0.12538279533006452,0.12538279533006452
fit clean,0.12538279533006452,0.12538279533006452
highly breathable,0.12538279533006452,0.12538279533006452
great shirt,0.12538279533006452,0.12538279533006452
shirt highly,0.12538279533006452,0.12538279533006452
worst buy,-0.12012224668358402,0.12012224668358402
